"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7343","visual","","2026-04-30","failed","2026-04-30","","MoreValidations.spec.js","",""
